ID,Utterance,Speaker,Dialogue_ID,Wav_Path,Label
5177, 어 음 AI 근데 그런 거 되게 잘 고장 나던데 우리는 산지 한 3일 만에 고장 났어.,User037M,Sess19_script01,./ETRI/KEMDy20_v1_1/wav/Session19/Sess19_script01_User037M_030.wav,neutral
8812, 근데 막 옆에서 막 아 막 막 이러면서 눈 막 가리면서 보고 있으니까 옆에서 그럴 거면 왜 보냐고 그냥 보지 말라고 이러면서 계속 그러다가 집 가는 길에도 무서워서 못 가겠는 거야.,User042F,Sess21_script01,./ETRI/KEMDy20_v1_1/wav/Session21/Sess21_script01_User042F_013.wav,neutral
13257,니가 그렇게 막 챙겨서 나갈 줄은 정말 몰랐거든.,User084F,Sess17_script03,./ETRI/KEMDy20_v1_1/wav/Session17/Sess17_script03_User084F_021.wav,neutral
8191,그래서 같이 음.,User057F,Sess29_script01,./ETRI/KEMDy20_v1_1/wav/Session29/Sess29_script01_User057F_007.wav,neutral
2981,"여자도 체력검사를 남자처럼 해야 된다, 어 그런 문제로 많았기 때문에. ",User020M,Sess10_script06,./ETRI/KEMDy20_v1_1/wav/Session10/Sess10_script06_User020M_012.wav,neutral
8214,아  난 그것도 좋아했어.,User058F,Sess29_script01,./ETRI/KEMDy20_v1_1/wav/Session29/Sess29_script01_User058F_018.wav,neutral
1436,뭐 어떤 상황에서?,User009M,Sess05_script03,./ETRI/KEMDy20_v1_1/wav/Session05/Sess05_script03_User009M_031.wav,neutral
8445,그리고 밥 먹다가도 물 하면 엄마가 가서 가서 물 갖고 오고 너무 싫은 거야.,User057F,Sess29_script06,./ETRI/KEMDy20_v1_1/wav/Session29/Sess29_script06_User057F_005.wav,neutral
8452,그면 나는 내가 밥상에서 내가 화를 내는 거야.,User057F,Sess29_script06,./ETRI/KEMDy20_v1_1/wav/Session29/Sess29_script06_User057F_011.wav,angry
11607,"그니까 뭐 술 먹으면 다들 코 많이 곤다고 하더라, 윤 과장님도 이번에 그 술 양주 많이 먹고 엘리베이터에서 잤대.",User075M,Sess38_script01,./ETRI/KEMDy20_v1_1/wav/Session38/Sess38_script01_User075M_009.wav,neutral
2317, 그 사랑아 보영해 졸라 레전드 짤이었고. ,User017M,Sess09_script01,./ETRI/KEMDy20_v1_1/wav/Session09/Sess09_script01_User017M_025.wav,happy
6058,그 느낌이 있다?,User044F,Sess22_script01,./ETRI/KEMDy20_v1_1/wav/Session22/Sess22_script01_User044F_029.wav,neutral
13344,우리 아빠도 그랬었고.,User084F,Sess17_script04,./ETRI/KEMDy20_v1_1/wav/Session17/Sess17_script04_User084F_026.wav,neutral
10223,어쨌든 지금 그 AI에 그 3대 원칙인가 뭔가 있잖아.,User065M,Sess33_script06,./ETRI/KEMDy20_v1_1/wav/Session33/Sess33_script06_User065M_010.wav,neutral
3695, 저 그 잘 무한도전 영상을 많이 찾아보진 않아가지고.,User026F,Sess13_script05,./ETRI/KEMDy20_v1_1/wav/Session13/Sess13_script05_User026F_031.wav,neutral
832,나는 그런 게 따로 없었고 그냥 필요할 때마다 그냥 조금씩 챙겨주는 그런 그 정도였지.,User006M,Sess03_script05,./ETRI/KEMDy20_v1_1/wav/Session03/Sess03_script05_User006M_005.wav,neutral
6925,"응, 아니 근데 광주 쪽은 수법이 별에별 게 다 있어. ",User049M,Sess25_script01,./ETRI/KEMDy20_v1_1/wav/Session25/Sess25_script01_User049M_030.wav,neutral
3250,나 나 때는 그랬으니까 이게 이런 식으로?,User013M,Sess07_script04,./ETRI/KEMDy20_v1_1/wav/Session07/Sess07_script04_User013M_015.wav,neutral
4953, 나는 근데 군 가산점은 솔직히 그렇게 크게 상관이 없을 거 같애. ,User036M,Sess18_script02,./ETRI/KEMDy20_v1_1/wav/Session18/Sess18_script02_User036M_001.wav,neutral
7343,"가끔 새근새근 거리던데  코, 코 골고. ",User051M,Sess26_script01,./ETRI/KEMDy20_v1_1/wav/Session26/Sess26_script01_User051M_002.wav,neutral
692,항상 이렇게 몸이 막 뒤틀려 있어가지구 진짜 막 막 이렇게 자고 막 다리 한쪽을 막 들고 자고 이러는 거야.,User005M,Sess03_script03,./ETRI/KEMDy20_v1_1/wav/Session03/Sess03_script03_User005M_004.wav,neutral
12092, 근데 어떻게 보면 그 감정을 만드는 거지.,User078F,Sess39_script04,./ETRI/KEMDy20_v1_1/wav/Session39/Sess39_script04_User078F_006.wav,neutral
13442, 입원도 시켜드리고 이제 보험 처리하면 되니까.,User084F,Sess17_script06,./ETRI/KEMDy20_v1_1/wav/Session17/Sess17_script06_User084F_033.wav,neutral
1026, 벌어지면서 이를 가니까 딱 입을 벌릴 때 물티슈를 입에 넣었어.,User007M,Sess04_script03,./ETRI/KEMDy20_v1_1/wav/Session04/Sess04_script03_User007M_008.wav,neutral
9011,근데 그랬는데 그때 엄청 거기서 막 오빠들끼리 막 막 그 맥주 먹고 막 이랬었자나.,User042F,Sess21_script06,./ETRI/KEMDy20_v1_1/wav/Session21/Sess21_script06_User042F_006.wav,neutral
10086,걔네들은 진짜 머리부 머리 안에 근육이야 근육.,User065M,Sess33_script03,./ETRI/KEMDy20_v1_1/wav/Session33/Sess33_script03_User065M_031.wav,happy
5368, 그게 약간 음식점마다 맛이 다른 거 알지?,User037M,Sess19_script05,./ETRI/KEMDy20_v1_1/wav/Session19/Sess19_script05_User037M_008.wav,neutral
709,너 나랑 잔 적 있냐 근데 같이 이렇게 아니 좀 어.,User006M,Sess03_script03,./ETRI/KEMDy20_v1_1/wav/Session03/Sess03_script03_User006M_008.wav,neutral
2923,"응 밥을 안 해, 안 해. ",User019F,Sess10_script05,./ETRI/KEMDy20_v1_1/wav/Session10/Sess10_script05_User019F_007.wav,neutral
5218,"그  사람들이  너무 차별받고 있다고 자기들이나 그렇게 생각을 하는 거 같애, 별로 남자들은 그런 생각은 없는데 그래서 그래서 그렇게까지 말하지 않을까.",User038F,Sess19_script02,./ETRI/KEMDy20_v1_1/wav/Session19/Sess19_script02_User038F_008.wav,neutral
3971,음 근데 권위적이신 분인데 어 성격도 굉장히 욱하시고.,User028M,Sess14_script04,./ETRI/KEMDy20_v1_1/wav/Session14/Sess14_script04_User028M_002.wav,neutral
11590,그래서 이제 아직 애들이 안 자고 있는데 술이 많이 취해가지고 약간 잠이 먼저 들었는데 어 큰애하고 계속 잠꼬대하면서 대화를 하는 거야. ,User076F,Sess38_script01,./ETRI/KEMDy20_v1_1/wav/Session38/Sess38_script01_User076F_002.wav,happy
3425, 편하고 재밌고 다 같이 있었을 때 상황이 더 재밌었을 거 같애. ,User025F,Sess13_script01,./ETRI/KEMDy20_v1_1/wav/Session13/Sess13_script01_User025F_033.wav,neutral
1223, 그러니까 아빠는 좀 그래도 항상 생각은 하지.,User007M,Sess04_script05,./ETRI/KEMDy20_v1_1/wav/Session04/Sess04_script05_User007M_040.wav,neutral
1471,행동이나 막 그런 걸 강요하는 거?,User009M,Sess05_script04,./ETRI/KEMDy20_v1_1/wav/Session05/Sess05_script04_User009M_017.wav,neutral
9027,"맞아, 술 마시는데 막 갑자기 허벅지 터치하고 막 어 막 그냥 그런 스킨십들 하려고 하고 그래서 막 한 명이 말렸는데 나중에는 그게 기분이 나빠서 때리고 싸우고.",User041F,Sess21_script06,./ETRI/KEMDy20_v1_1/wav/Session21/Sess21_script06_User041F_003.wav,disqust
3323,"그런 남자들은 그게 있죠, 책임감이란 게 있죠.",User013M,Sess07_script06,./ETRI/KEMDy20_v1_1/wav/Session07/Sess07_script06_User013M_003.wav,neutral
5004,어 그냥 그 사람은 그냥 갔어 그냥 무시하고 가더라고 어.,User036M,Sess18_script03,./ETRI/KEMDy20_v1_1/wav/Session18/Sess18_script03_User036M_016.wav,neutral
2439, 이 가는 게 그냥 입 벌리고 자거나 마우스피스 하거나 그런 거 밖에 없지 않을까? ,User017M,Sess09_script03,./ETRI/KEMDy20_v1_1/wav/Session09/Sess09_script03_User017M_027.wav,neutral
8343,근데 잠결에 아 뭔가 지금 내가 계속 침을 뱉고 있는 거 같은 거야.,User058F,Sess29_script03,./ETRI/KEMDy20_v1_1/wav/Session29/Sess29_script03_User058F_025.wav,neutral
1015,그런 것도 좀 많았지. ,User007M,Sess04_script02,./ETRI/KEMDy20_v1_1/wav/Session04/Sess04_script02_User007M_016.wav,neutral
12158,나 그렇게 아빠 떠오르면 그렇게 엄마 아빠도 아빠 떠올리면 그렇게 추억은 많이 없는 거 같애.,User077F,Sess39_script05,./ETRI/KEMDy20_v1_1/wav/Session39/Sess39_script05_User077F_004.wav,neutral
3103,아 한 달이요? ,User014M,Sess07_script02,./ETRI/KEMDy20_v1_1/wav/Session07/Sess07_script02_User014M_004.wav,surprise
13326,그 한두 잔도 안 먹을 때가  많단 말이야.,User084F,Sess17_script04,./ETRI/KEMDy20_v1_1/wav/Session17/Sess17_script04_User084F_015.wav,neutral
5588,"그래도 알렉사는 약간 재밌지 않아요 그 알, 알렉사는 좀 재밌는 친구더라구요.",User040M,Sess20_script03,./ETRI/KEMDy20_v1_1/wav/Session20/Sess20_script03_User040M_015.wav,happy
3259,"아 저도 인제 뭐 없다고는 말을 못 하는데 그냥 뭐 약간 이제 그런 거죠, 막 그냥 이런 조금 예의를 갖춰야 되는 자리에서 그니까 후배가 이제 좀 너무 좀 선에 어긋나는 말을 하거나 그러면은 저도 약간 좀 어 티는 안 나게 그냥 눈치를 많이 좀 줘가지고 뭐 듣고 보면 다 그냥 꼰대라는 건 그냥 다 사람이 하나씩은 가지고 있는 거 같애요.",User014M,Sess07_script04,./ETRI/KEMDy20_v1_1/wav/Session07/Sess07_script04_User014M_021.wav,neutral
2231,걔네한테는 그 둘이 같이 서로 좋아하면서 이제 가족이 되는 방법을 가르쳤어야 될 거 같애.,User015F,Sess08_script06,./ETRI/KEMDy20_v1_1/wav/Session08/Sess08_script06_User015F_020.wav,neutral
9249, 약간 이런 건 있었지.,User061M,Sess31_script04,./ETRI/KEMDy20_v1_1/wav/Session31/Sess31_script04_User061M_036.wav,happy
7514,그게 진짜 오래되고 그랬지 맞아.,User052F,Sess26_script05,./ETRI/KEMDy20_v1_1/wav/Session26/Sess26_script05_User052F_002.wav,neutral
345, 근데 이제 시켜서 밖에서 먹으면 기름진 거라든지 내가 먹고 싶은 튀김류라든지 이런 것만 먹게 되니까 소화를 못 해가지고 이제 유산균도 없으니까 저도 좀.,User004M,Sess02_script01,./ETRI/KEMDy20_v1_1/wav/Session02/Sess02_script01_User004M_022.wav,neutral
13300,"내가 너 말고 내가 어떻게 바람을 피겠냐 어떤 식으로 얘기, 이런 식으로 얘기를 하더라고.",User083F,Sess17_script04,./ETRI/KEMDy20_v1_1/wav/Session17/Sess17_script04_User083F_022.wav,neutral
9382,아빠도 있고.,User063M,Sess32_script01,./ETRI/KEMDy20_v1_1/wav/Session32/Sess32_script01_User063M_010.wav,neutral
9207,"했는데, 갑자기 후하더라고. ",User061M,Sess31_script03,./ETRI/KEMDy20_v1_1/wav/Session31/Sess31_script03_User061M_030.wav,happy
5211,"고, 어 고위직에서 여자들을 잘 안 뽑나? ",User038F,Sess19_script02,./ETRI/KEMDy20_v1_1/wav/Session19/Sess19_script02_User038F_003.wav,neutral
3390, 근데 나는 그 뒤에 거가 조금 더 세서.,User025F,Sess13_script01,./ETRI/KEMDy20_v1_1/wav/Session13/Sess13_script01_User025F_013.wav,neutral
9693,그렇게 하고 며칠 더 만났어.,User064F,Sess32_script04,./ETRI/KEMDy20_v1_1/wav/Session32/Sess32_script04_User064F_022.wav,neutral
2655,"어, 약간 어디 무언가 꺾일 것 같지도 않아, 정말. ",User017M,Sess09_script06,./ETRI/KEMDy20_v1_1/wav/Session09/Sess09_script06_User017M_022.wav,neutral
491, 그니까 제 기준에는 미치지 못했는데라는 느낌 있잖아요.,User004M,Sess02_script05,./ETRI/KEMDy20_v1_1/wav/Session02/Sess02_script05_User004M_007.wav,neutral
2268,맛있었어. ,User018M,Sess09_script01,./ETRI/KEMDy20_v1_1/wav/Session09/Sess09_script01_User018M_012.wav,happy
2779,"아니 안 했어, 나는.",User019F,Sess10_script02,./ETRI/KEMDy20_v1_1/wav/Session10/Sess10_script02_User019F_019.wav,neutral
628,너는 여자친구에 진짜 이것만은 허용 못한다라는 습관이라든가 그런 거 있어?,User006M,Sess03_script02,./ETRI/KEMDy20_v1_1/wav/Session03/Sess03_script02_User006M_001.wav,neutral
3406,아  귀엽다. ,User025F,Sess13_script01,./ETRI/KEMDy20_v1_1/wav/Session13/Sess13_script01_User025F_021.wav,happy
10284,넌 어릴 때 뭐 뭐 뭐 뭐 기억나는 거 있어?,User067M,Sess34_script01,./ETRI/KEMDy20_v1_1/wav/Session34/Sess34_script01_User067M_021.wav,neutral
11555,"응 혹시 이제 나이가 어떻게 되시냐고, 그런 건 물어볼 수 있잖아.",User073F,Sess37_script06,./ETRI/KEMDy20_v1_1/wav/Session37/Sess37_script06_User073F_009.wav,neutral
4371,그게 좀 가끔 그리워.,User030M,Sess15_script05,./ETRI/KEMDy20_v1_1/wav/Session15/Sess15_script05_User030M_011.wav,neutral
3206,혹시 해외여행 같은 거 뭐 많이 다녀 다녔을 거 같은데 예 약간 이제 좀 해외여행 같은 거 많이 가 보셨을 거 같은데 혹시 어디가 제일 기억이 남는지 좀 이렇게.,User014M,Sess07_script03,./ETRI/KEMDy20_v1_1/wav/Session07/Sess07_script03_User014M_032.wav,neutral
7448,그냥 아침을 안 먹여서 보내면 뭔가 마음이 아 그렇더라고.,User052F,Sess26_script03,./ETRI/KEMDy20_v1_1/wav/Session26/Sess26_script03_User052F_009.wav,neutral
1252,왜냐면은 여자 복학생에 대한 얘기는 별로 안 좋은 얘긴 그렇게 많이 없잖아.,User008F,Sess04_script06,./ETRI/KEMDy20_v1_1/wav/Session04/Sess04_script06_User008F_010.wav,neutral
7105,자주 놀러 가니까 좋겠따.,User050F,Sess25_script03,./ETRI/KEMDy20_v1_1/wav/Session25/Sess25_script03_User050F_032.wav,neutral
9911, 아이폰을 안 쓰니까 나는 그걸 모르겠어.,User065M,Sess33_script01,./ETRI/KEMDy20_v1_1/wav/Session33/Sess33_script01_User065M_012.wav,neutral
4127,어 진짜 맨정신인 사람이 있었어.,User029M,Sess15_script01,./ETRI/KEMDy20_v1_1/wav/Session15/Sess15_script01_User029M_006.wav,neutral
6921,그니까 광주 그쪽은  진짜 신천 완전 신천지 밭이야.,User049M,Sess25_script01,./ETRI/KEMDy20_v1_1/wav/Session25/Sess25_script01_User049M_027.wav,neutral
10624,"사람은 좀  아직까지는 좀 생각이 만약 감정을 갖고 그런다면은 좀 그런데 동물은 좀  동물은 괜찮을 거 같애 내, 내 생각에는.",User067M,Sess34_script06,./ETRI/KEMDy20_v1_1/wav/Session34/Sess34_script06_User067M_027.wav,neutral
11443,응 애가 다치지 않고 친구도 될 수 있을 거 같고.,User074F,Sess37_script04,./ETRI/KEMDy20_v1_1/wav/Session37/Sess37_script04_User074F_008.wav,neutral
8153,근데 우리는 사우나 가는 게 아니잖아.,User055M,Sess28_script06,./ETRI/KEMDy20_v1_1/wav/Session28/Sess28_script06_User055M_017.wav,neutral
3926,"내가 갑자기 언제 한 번 일어나가지고  걔네 발 얼, 얼 발로 차기 싫으니까 반대로 다시 누우라고 그랬었거든.",User027F,Sess14_script03,./ETRI/KEMDy20_v1_1/wav/Session14/Sess14_script03_User027F_007.wav,neutral
6878,"안녕,   아까 볼 때 뭐가 제일 재밌었어?",User049M,Sess25_script01,./ETRI/KEMDy20_v1_1/wav/Session25/Sess25_script01_User049M_001.wav,happy
5467,"근데 그렇게 만난 사람 특성상 이제 연락하면 오겠죠, 근데 일로 만났다 하기 말하긴 좀 그렇지만 어쨌든 그렇게 만난 사람 특성상 이제 그게 끝나면 더 이상 연락하고 그러진 않아요.",User039M,Sess20_script01,./ETRI/KEMDy20_v1_1/wav/Session20/Sess20_script01_User039M_010.wav,neutral
11277,난 기억이 안 나지.,User073F,Sess37_script01,./ETRI/KEMDy20_v1_1/wav/Session37/Sess37_script01_User073F_001.wav,neutral
2598,"참 쉽잖아, 그냥 우리 그냥 혼자 사는건 쉽잖아.",User018M,Sess09_script05,./ETRI/KEMDy20_v1_1/wav/Session09/Sess09_script05_User018M_026.wav,neutral
7553,"그건 모르겠어, 아무튼 여기 익산에도 있잖아 원광대 앞에 막 뭐  막 주면서 교회 다니냐 물어보고.",User051M,Sess26_script05,./ETRI/KEMDy20_v1_1/wav/Session26/Sess26_script05_User051M_018.wav,neutral
3662, 아  신나 보이더라.,User025F,Sess13_script05,./ETRI/KEMDy20_v1_1/wav/Session13/Sess13_script05_User025F_013.wav,neutral
1154,그리고 우리집은 나도 게임하 게임하는 거 좋아하고 아빠도 게임하는 거 좋아하고 동생도 게임하는 거 좋아하잖아.,User008F,Sess04_script05,./ETRI/KEMDy20_v1_1/wav/Session04/Sess04_script05_User008F_003.wav,happy
4328,군대 가면은 뭐 어떻게 해야 되냐 뭐 여자친구는 어떻게 해야 되냐 막 이렇게 물어봤었거든? ,User029M,Sess15_script04,./ETRI/KEMDy20_v1_1/wav/Session15/Sess15_script04_User029M_028.wav,neutral
4428, 근데 더 웃긴 게 뭔지 알아?,User030M,Sess15_script06,./ETRI/KEMDy20_v1_1/wav/Session15/Sess15_script06_User030M_025.wav,neutral
898,하긴 꼰대라는 게 진짜 그치.,User005M,Sess03_script06,./ETRI/KEMDy20_v1_1/wav/Session03/Sess03_script06_User005M_016.wav,neutral
5655,난 한국이 좋아 그래서.,User039M,Sess20_script05,./ETRI/KEMDy20_v1_1/wav/Session20/Sess20_script05_User039M_018.wav,neutral
11655, 자기 전에.,User075M,Sess38_script01,./ETRI/KEMDy20_v1_1/wav/Session38/Sess38_script01_User075M_042.wav,neutral
6308,"솔직히 그냥 기만한다고 생각해, 그냥 우리를 한 같은 솔직히 나이 차이 나봤자 얼마나 나겠어 지들이랑 우리랑.",User043F,Sess22_script06,./ETRI/KEMDy20_v1_1/wav/Session22/Sess22_script06_User043F_024.wav,angry
1405,"응, 경찰 아저씨가 차 태워 주셨어.",User010M,Sess05_script03,./ETRI/KEMDy20_v1_1/wav/Session05/Sess05_script03_User010M_008.wav,neutral
11676, 이 사람이 기본적인 예의를 안 차렸을 때 내가 이제 불편하면 꼰대라고 하는데 꼰대라는 요새 얘기가 자꾸 나오다 보니까 사람들이 오히려 그 불편해할까 봐 말 안 하는데  어떻게 보면은 좀 말을 해줘야 되는 거 아닌가?,User075M,Sess38_script02,./ETRI/KEMDy20_v1_1/wav/Session38/Sess38_script02_User075M_012.wav,neutral
3314, 푸는 약간 달랠 수 있는.,User014M,Sess07_script05,./ETRI/KEMDy20_v1_1/wav/Session07/Sess07_script05_User014M_023.wav,neutral
1901, 뭔 말을 해야 될지 모르겠어. ,User015F,Sess08_script01,./ETRI/KEMDy20_v1_1/wav/Session08/Sess08_script01_User015F_018.wav,happy
7004,"그니까 그거지, 그니까 모를 거면 아예 끝까지 모르면 상관없는데 언젠가 알 거면  거고 또 다른 쓰레기 썰 있어?",User049M,Sess25_script02,./ETRI/KEMDy20_v1_1/wav/Session25/Sess25_script02_User049M_017.wav,neutral
2769,어려도 요즘 뭐 초등학생들도 꼰대가 있다매. ,User020M,Sess10_script02,./ETRI/KEMDy20_v1_1/wav/Session10/Sess10_script02_User020M_009.wav,neutral
11357,"아들만 아들만 좀 많이 생각한다고 하더라고, 무슨 일이 있어도.",User073F,Sess37_script02,./ETRI/KEMDy20_v1_1/wav/Session37/Sess37_script02_User073F_015.wav,neutral
2666, 그게 되게 엄청 슬픈 거야. ,User018M,Sess09_script06,./ETRI/KEMDy20_v1_1/wav/Session09/Sess09_script06_User018M_020.wav,neutral
6177,어 한 3개월까지 진짜 좋았던 것 같애.,User044F,Sess22_script04,./ETRI/KEMDy20_v1_1/wav/Session22/Sess22_script04_User044F_022.wav,neutral
8116,외국은 그냥 그 얇은 그 도우에다가 어 딱 간단한 몇 가지만 딱 올라가있는데 우리나라 피자 딱 보면은 이건 도대체 무슨 음식이냐고.,User055M,Sess28_script05,./ETRI/KEMDy20_v1_1/wav/Session28/Sess28_script05_User055M_014.wav,neutral
1927,어 맞아 맞아 맞아.,User016F,Sess08_script01,./ETRI/KEMDy20_v1_1/wav/Session08/Sess08_script01_User016F_024.wav,happy
3498,그치 쌓이고 쌓이니까.,User025F,Sess13_script02,./ETRI/KEMDy20_v1_1/wav/Session13/Sess13_script02_User025F_021.wav,neutral
10345,어어 갑자기 차가 붕 떠가지고 앞이 찌그러지고 막 유리 깨지고 에어백 터졌.,User067M,Sess34_script02,./ETRI/KEMDy20_v1_1/wav/Session34/Sess34_script02_User067M_022.wav,neutral
1140, 난 그래서 그 친구랑 얘기 잘 안 해.,User008F,Sess04_script04,./ETRI/KEMDy20_v1_1/wav/Session04/Sess04_script04_User008F_025.wav,disqust
500,그냥 뭔가 하나 지나가는 느낌이어서 저는 그게 확실히 잘 모르겠어요.,User004M,Sess02_script05,./ETRI/KEMDy20_v1_1/wav/Session02/Sess02_script05_User004M_012.wav,neutral
1097,근데 그걸 못 갔어.,User007M,Sess04_script04,./ETRI/KEMDy20_v1_1/wav/Session04/Sess04_script04_User007M_009.wav,neutral
8995, 근데 내가 순간 다른 역으로 착각하고서 이제 다른 데로 이렇게 내려갔는데 아 뭔가 여기가 아닌 것 같은 거야 느낌이.,User042F,Sess21_script05,./ETRI/KEMDy20_v1_1/wav/Session21/Sess21_script05_User042F_009.wav,neutral
8058,아 그거 떼 가서 자기 거 붙인다고.,User055M,Sess28_script04,./ETRI/KEMDy20_v1_1/wav/Session28/Sess28_script04_User055M_002.wav,neutral
2466,  상엽이 많이 골지.,User017M,Sess09_script03,./ETRI/KEMDy20_v1_1/wav/Session09/Sess09_script03_User017M_040.wav,neutral
8107," 그 몽골엔 그니까 그렇게 큰 대형마트가 없나, 뭐 없나?",User055M,Sess28_script05,./ETRI/KEMDy20_v1_1/wav/Session28/Sess28_script05_User055M_008.wav,neutral
5285, 맞아 이광수도 재밌고  또 런닝맨  뭐가 있지.,User037M,Sess19_script03,./ETRI/KEMDy20_v1_1/wav/Session19/Sess19_script03_User037M_027.wav,neutral
9468,그때 너 안 갔을 때 대천 아니다 운주 갔을 때.,User064F,Sess32_script01,./ETRI/KEMDy20_v1_1/wav/Session32/Sess32_script01_User064F_049.wav,neutral
9546,음 난 아빠랑 친목은 그래 뭐 TV 볼 때 이럴 때 한 마디도 진짜 안 한 적도 많지만  엄마는 오히려 엄마가 말을 걸어주잖아 여자니까 또.,User063M,Sess32_script02,./ETRI/KEMDy20_v1_1/wav/Session32/Sess32_script02_User063M_026.wav,neutral
1479, 뭐 그런 거 있어?,User009M,Sess05_script04,./ETRI/KEMDy20_v1_1/wav/Session05/Sess05_script04_User009M_024.wav,neutral
4265, 그래가지고 엄마가 이제 내가 그때 진짜 그 사람을 지금 생각해보면은.,User029M,Sess15_script03,./ETRI/KEMDy20_v1_1/wav/Session15/Sess15_script03_User029M_020.wav,neutral
5559, 그래서 어 일어났네 해서 야 하지 말라고 했는데 이 걔는 이제 몸은 일어났는데 정신이 자고 있는 거야.,User039M,Sess20_script03,./ETRI/KEMDy20_v1_1/wav/Session20/Sess20_script03_User039M_020.wav,neutral
4969, 거기에서 힘들거나 저기서 힘들거나.,User036M,Sess18_script02,./ETRI/KEMDy20_v1_1/wav/Session18/Sess18_script02_User036M_009.wav,neutral
533, 지내면서  그래서  어떻게 보면 되게 답답한데.,User003F,Sess02_script05,./ETRI/KEMDy20_v1_1/wav/Session02/Sess02_script05_User003F_022.wav,neutral
8097,"어 거의 뭐 그 생선 파이 같은 거 만들어 먹고 뭐 그런데 우리나라 치킨이나 이제 고기 구워 먹는 거 이런 것들을 좀 소개하는 유튜브들이 있더라고, 영국 사람들한테.",User055M,Sess28_script05,./ETRI/KEMDy20_v1_1/wav/Session28/Sess28_script05_User055M_002.wav,neutral
6121, 그래서 그래서 생각이 많고 고민이 많다고 생각을 하거든.,User043F,Sess22_script03,./ETRI/KEMDy20_v1_1/wav/Session22/Sess22_script03_User043F_007.wav,neutral
2407, 근데 침낭 덮으면은 그렇게 뭐 실내에서 안 춥지 않나? ,User018M,Sess09_script03,./ETRI/KEMDy20_v1_1/wav/Session09/Sess09_script03_User018M_010.wav,neutral
3890, 선생님들 다 놀래가지고.,User027F,Sess14_script02,./ETRI/KEMDy20_v1_1/wav/Session14/Sess14_script02_User027F_022.wav,neutral
13191,아 아니 다행이네. ,User083F,Sess17_script02,./ETRI/KEMDy20_v1_1/wav/Session17/Sess17_script02_User083F_008.wav,neutral
8817,다 막 돌아다니면서 있다가 여기저기 돌아다니니까 너무 피곤하니까 숙소에서 자잖아.,User041F,Sess21_script01,./ETRI/KEMDy20_v1_1/wav/Session21/Sess21_script01_User041F_022.wav,neutral
890,뭐 어떤 특강 이런 자리도 아니었어.,User005M,Sess03_script06,./ETRI/KEMDy20_v1_1/wav/Session03/Sess03_script06_User005M_013.wav,neutral
7000,여사친이라도  이렇게 집으로 오라고 하는 거니까.,User049M,Sess25_script02,./ETRI/KEMDy20_v1_1/wav/Session25/Sess25_script02_User049M_015.wav,neutral
6146, 근데 나는 평소에는 위로나 그런 거는 되게 큰 거를 해줘야 위로가 된다고 생각을 했어.,User043F,Sess22_script03,./ETRI/KEMDy20_v1_1/wav/Session22/Sess22_script03_User043F_022.wav,neutral
1259,인제 나랑 친한 형인데 어 신입생이랑 인제 학 학기 초?,User007M,Sess04_script06,./ETRI/KEMDy20_v1_1/wav/Session04/Sess04_script06_User007M_021.wav,neutral
827,나는 그럴 때마다 진짜 막 울컥하고 그냥 액수가 중요하지 않고 그냥 너무 그 마음이 너무 잘 전달이 돼서 응 아빠한테 감동할 때가 많았지.,User005M,Sess03_script05,./ETRI/KEMDy20_v1_1/wav/Session03/Sess03_script05_User005M_011.wav,neutral
3007, 네 그 대포 대포폰.  ,User013M,Sess07_script01,./ETRI/KEMDy20_v1_1/wav/Session07/Sess07_script01_User013M_003.wav,happy
3856,어떤 교수님?,User028M,Sess14_script02,./ETRI/KEMDy20_v1_1/wav/Session14/Sess14_script02_User028M_001.wav,neutral
7582,근데 가끔 소방관은 솔직히 뉴스에 잘 안 나와서 모르겠는데 경찰들 보면 막 짤 같은 거 엄청 많잖아.,User052F,Sess26_script06,./ETRI/KEMDy20_v1_1/wav/Session26/Sess26_script06_User052F_008.wav,neutral
2846,수지. 수지 나도 수지도 본 거 같애. ,User020M,Sess10_script03,./ETRI/KEMDy20_v1_1/wav/Session10/Sess10_script03_User020M_030.wav,happy
1371,음 뭐 어떤 동화  였는데?,User009M,Sess05_script02,./ETRI/KEMDy20_v1_1/wav/Session05/Sess05_script02_User009M_020.wav,neutral
13435,"아니, 차를 치기 전인데 도망 갈까 봐 도망 가든가 말든가 뭔 상관이야, .",User083F,Sess17_script06,./ETRI/KEMDy20_v1_1/wav/Session17/Sess17_script06_User083F_017.wav,neutral
5317,응 내가 생각하는 꼰대의 특징은  으으음.,User038F,Sess19_script04,./ETRI/KEMDy20_v1_1/wav/Session19/Sess19_script04_User038F_001.wav,neutral
4112," 걔가 더 빡쳐가지고 이제 그, 그때 자기 베개로 그냥 그대로 때린 거야.",User030M,Sess15_script01,./ETRI/KEMDy20_v1_1/wav/Session15/Sess15_script01_User030M_009.wav,happy
1888,어 어 그때그때 딱 권지용 나왔을 때가 권지용 입덕했었잖아.,User015F,Sess08_script01,./ETRI/KEMDy20_v1_1/wav/Session08/Sess08_script01_User015F_012.wav,neutral
2874,우리 집도 마찬가지니까.,User020M,Sess10_script04,./ETRI/KEMDy20_v1_1/wav/Session10/Sess10_script04_User020M_003.wav,neutral
